name,prefecture,line,x,y,postal,prev,next
恵比寿,東京都,相鉄・JR直通線,139.71007,35.646685,1500013,渋谷,大崎
大崎,東京都,相鉄・JR直通線,139.728439,35.619772,1410032,恵比寿,西大井
西大井,東京都,相鉄・JR直通線,139.721729,35.601616,1420043,大崎,武蔵小杉
武蔵小杉,神奈川県,相鉄・JR直通線,139.663278,35.575965,2110005,西大井,羽沢横浜国大
羽沢横浜国大,神奈川県,相鉄・JR直通線,139.586167,35.481245,2210866,武蔵小杉,西谷
西谷,神奈川県,相鉄・JR直通線,139.565721,35.478092,2400052,羽沢横浜国大,鶴ヶ峰
鶴ヶ峰,神奈川県,相鉄・JR直通線,139.549586,35.475031,2410022,西谷,二俣川
二俣川,神奈川県,相鉄・JR直通線,139.532207,35.463335,2410821,鶴ヶ峰,希望ヶ丘
希望ヶ丘,神奈川県,相鉄・JR直通線,139.5143,35.460399,2410825,二俣川,三ツ境
三ツ境,神奈川県,相鉄・JR直通線,139.502662,35.467779,2460022,希望ヶ丘,瀬谷
瀬谷,神奈川県,相鉄・JR直通線,139.482574,35.470412,2460031,三ツ境,大和
大和,神奈川県,相鉄・JR直通線,139.461383,35.469924,2420021,瀬谷,相模大塚
相模大塚,神奈川県,相鉄・JR直通線,139.441232,35.470666,2420028,大和,さがみ野
さがみ野,神奈川県,相鉄・JR直通線,139.429055,35.471485,2430401,相模大塚,かしわ台
かしわ台,神奈川県,相鉄・JR直通線,139.415851,35.466744,2430402,さがみ野,海老名
海老名,神奈川県,相鉄・JR直通線,139.392074,35.453381,2430434,かしわ台,
